id,edad,sexo,entidad,escolaridad,zona,age_group,lengua_indigena,discapacidad,FE,educacion,ocupacion_semana_pasada,ocupacion_otra,relacion_jefe_hogar,relacion_jefe_otro,edad_jefe_hogar,sexo_jefe_hogar,sexo_jefe_otro,educacion_jefe_hogar,educacion_jefe_otro,personas_hogar,banos_completos,autos_hogar,internet_hogar,trabajaron_ultimo_mes,cuartos_dormir,discapacidad_largo_plazo,localidad_rural_urbana,localidad_otra,q_frase_voto1,q_frase_politicos,q_voto_insuficiente,q_otras_formas,q_politicos_preocupan,q_partidos_beneficio,q_acciones_cambio,q_redes_informarse,q_redes_emociones,q_ideologia,q_evita_hablar,q_gusto_hablar
1176,19,Mujer,Durango,Secundaria,Rural,18-24,No,No,91677.97,Preparatoria completa,Trabajó con pago,,Padre o madre,,36.0,Mujer,,Secundaria completa,,4,Ninguno,Ninguno,Sí,2,4,No,Rural,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
1178,65,Hombre,Coahuila,Primaria,Rural,60+,No,No,87025.02,Primaria completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,Sí,Ninguno,2,No,Rural,,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,No sabe/No responde,Sí,De acuerdo
1179,39,Hombre,Oaxaca,No estudió/ Otro,Rural,35-44,Sí,No,37121.66,No estudió,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Ninguno,Ninguno,No por falta de recursos,1,1,No,Rural,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,Izquierda,No,En desacuerdo
1179,18,Hombre,Tamaulipas,Primaria,Rural,18-24,Sí,No,119522.87,Licenciatura incompleta,Estudiaba,,Hijo o hija,,64.0,No sabe/No responde,,Primaria completa,,4,2 o más,2 o más,Sí,1,4,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,Sí,De acuerdo
1180,35,Hombre,México,Primaria,Urbana,35-44,No,Sí,124445.67,Primaria completa,Trabajó con pago,,Cónyuge o pareja,,31.0,Mujer,,Primaria completa,,4,Uno,Ninguno,Sí,2,2,Sí,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ninguna,No,De acuerdo
1183,19,Hombre,México,Licenciatura o Ingeniería,Urbana,18-24,No,No,52987.36,Preparatoria completa,[Esp.] Ya no trabaja,,Hijo o hija,,52.0,Mujer,,Licenciatura completa,,5,2 o más,Uno,Sí,Ninguno,4,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Centro,Sí,Ni de acuerdo ni en desacuerdo
1190,40,Mujer,México,Primaria,Rural,35-44,No,No,117530.46,Primaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Uno,Ninguno,Sí,1,3,No,Rural,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,Sí,No sabe/No responde
1195,19,Hombre,Tabasco,Licenciatura o Ingeniería,Urbana,18-24,No,No,53982.86,Preparatoria completa,Estudiaba,,Padre o madre,,46.0,Hombre,,Licenciatura completa,,4,2 o más,Uno,Sí,3,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,De acuerdo
1196,70,Hombre,Tabasco,Preparatoria o bachillerato,Urbana,60+,No,No,57152.39,Preparatoria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Ninguno,Sí,4,3,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
1201,29,Hombre,México,Secundaria,Rural,25-34,No,Sí,92265.81,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,2 o más,Ninguno,No por falta de recursos,2,5 o más,Sí,Rural,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,De acuerdo
1203,50,Hombre,Tabasco,Secundaria,Rural,45-59,Sí,No,78749.45,Secundaria completa,[Esp.] Desempleado,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,No por falta de recursos,Ninguno,2,No,Rural,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,De acuerdo
1206,35,Mujer,Tabasco,No estudió/ Otro,Rural,35-44,No,Sí,43264.34,Secundaria completa,Vendía o hacía algún producto para vender,,Cónyuge o pareja,,40.0,Hombre,,Primaria incompleta,,6,Ninguno,Uno,Sí,2,2,Sí,Rural,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
1207,59,Mujer,Baja California,Primaria,Rural,45-59,No,Sí,150493.8,Secundaria completa,Era jubilado o pensionado(a) (Programa Adultos Mayores),,Cónyuge o pareja,,67.0,Hombre,,Primaria completa,,6,Uno,Ninguno,Sí,1,3,Sí,Rural,,Con el voto decido lo que pasa en el país,No creo en la política ni en los políticos,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,No sabe/No responde,Sí,En desacuerdo
1207,60,Hombre,Tabasco,Primaria,No sabe/No responde,60+,No,No,98270.84,Primaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Uno,Uno,"No, otra razón",1,2,No,No sabe/No responde,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,No sabe/No responde,No sabe/No responde,Ninguna,No,Ni de acuerdo ni en desacuerdo
1213,57,Hombre,México,Licenciatura o Ingeniería,Urbana,45-59,No,No,43712.61,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,2 o más,Sí,Ninguno,4,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,Centro,Sí,En desacuerdo
1214,60,Hombre,México,Secundaria,Urbana,60+,No,No,70364.31,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,Ninguno,Sí,1,2,No,Urbana,,Votar no sirve para nada,No creo en la política ni en los políticos,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
1215,51,Hombre,Tabasco,Maestría o especialidad,Rural,45-59,No,No,21542.96,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Ninguno,No por falta de recursos,1,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Derecha,Sí,En desacuerdo
1217,46,Hombre,Jalisco,Licenciatura o Ingeniería,Urbana,45-59,No,No,45298.41,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,2 o más,2 o más,Sí,2,3,No,Urbana,,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Izquierda,Sí,De acuerdo
1221,62,Mujer,Durango,Primaria,Rural,60+,No,No,142677.98,Primaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,No por falta de recursos,1,1,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Derecha,Sí,En desacuerdo
1222,25,Hombre,Coahuila,Licenciatura o Ingeniería,Urbana,25-34,No,No,47074.6,Licenciatura completa,Trabajó con pago,,Padre o madre,,55.0,Hombre,,Licenciatura completa,,3,2 o más,2 o más,Sí,3,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,De acuerdo
1223,50,Hombre,Coahuila,Preparatoria o bachillerato,Urbana,45-59,No,No,55598.79,Licenciatura completa,Trabajó con pago,,Cónyuge o pareja,,47.0,Mujer,,Preparatoria completa,,4,Uno,Uno,Sí,3,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,No sabe/No responde,Sí,De acuerdo
1225,30,Hombre,México,Licenciatura o Ingeniería,Urbana,25-34,Sí,No,52177.54,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,Uno,Ninguno,"No, otra razón",1,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,Ni de acuerdo ni en desacuerdo
1227,45,Mujer,Durango,Secundaria,Rural,45-59,No,No,91629.29,Secundaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,8,2 o más,Uno,Sí,2,5 o más,No,Rural,,Con el voto decido lo que pasa en el país,Creo en la política y en los políticos,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ninguna,No,De acuerdo
1228,18,Hombre,Coahuila,Preparatoria o bachillerato,Urbana,18-24,No,No,67395.51,Secundaria completa,Ayudaba en el negocio familiar,,Hijo o hija,,50.0,Mujer,,Preparatoria completa,,3,Uno,Uno,Sí,4,2,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,Sí,De acuerdo
1229,30,Mujer,San Luis Potosí,Primaria,Urbana,25-34,No,No,146940.5,Licenciatura completa,Trabajó con pago,,Hijo o hija,,78.0,Mujer,,Primaria completa,,8,2 o más,Ninguno,Sí,2,5 o más,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,De acuerdo
1231,23,Hombre,Coahuila,Licenciatura o Ingeniería,Urbana,18-24,No,No,47805.22,Licenciatura completa,Estaba de incapacidad o en vacaciones,,Padre o madre,,70.0,Hombre,,Licenciatura completa,,3,2 o más,2 o más,Sí,3,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,No,De acuerdo
1233,50,Hombre,Durango,Licenciatura o Ingeniería,Urbana,45-59,No,No,40871.81,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,6,2 o más,2 o más,Sí,1,3,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Centro,Sí,En desacuerdo
1235,57,Hombre,Tabasco,Primaria,Urbana,45-59,No,No,107953.36,Secundaria incompleta,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,2 o más,Uno,Sí,2,1,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
1240,38,Mujer,Nuevo León,Secundaria,Urbana,35-44,No,Sí,87371.33,Secundaria completa,Se dedicaba al hogar,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,4,Uno,Uno,Sí,No sabe/No responde,2,Sí,Urbana,,Votar no sirve para nada,No creo en la política ni en los políticos,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,En desacuerdo,Ninguna,No,En desacuerdo
1240,38,Hombre,Hidalgo,Primaria,Rural,35-44,No,No,97826.7,Primaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,18,Ninguno,Ninguno,No sabe/No responde,4,Ninguno,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",Creo en la política y en los políticos,En desacuerdo,No sabe/No responde,En desacuerdo,No sabe/No responde,No sabe/No responde,Ni de acuerdo ni en desacuerdo,En desacuerdo,Ninguna,Sí,Ni de acuerdo ni en desacuerdo
1241,38,Hombre,Coahuila,Licenciatura o Ingeniería,Urbana,35-44,No,No,46316.63,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,2 o más,Sí,2,1,No,Urbana,,Con el voto decido lo que pasa en el país,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,Sí,De acuerdo
1242,35,Mujer,Durango,Maestría o especialidad,Urbana,35-44,No,No,21929.9,Diplomado o maestría,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,2 o más,Sí,2,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,En desacuerdo
1244,40,Hombre,Coahuila,Secundaria,Urbana,35-44,No,No,81901.94,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Ninguno,Ninguno,Sí,1,2,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,Ni de acuerdo ni en desacuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,No,En desacuerdo
1246,60,Hombre,Tamaulipas,Secundaria,Urbana,60+,No,No,65476.47,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,2,Uno,Ninguno,"No, otra razón",1,4,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
1246,38,Hombre,Coahuila,Licenciatura o Ingeniería,Urbana,35-44,No,No,46316.63,Licenciatura completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,7,2 o más,2 o más,Sí,2,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,Sí,De acuerdo
1247,33,Hombre,Coahuila,No estudió/ Otro,Rural,25-34,No,No,41231.45,Primaria completa,Trabajó con pago,,"[Esp.] Otro, especifique",YERNO,75.0,Hombre,,No estudió,,7,Ninguno,Ninguno,No por falta de recursos,5 o más,2,No,Rural,,No sabe/No responde,No sabe/No responde,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,No sabe/No responde,No,En desacuerdo
1248,49,Mujer,Nuevo León,Doctorado,Urbana,45-59,No,No,20502.88,Doctorado,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,2 o más,2 o más,Sí,3,3,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país",No creo en la política ni en los políticos,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,En desacuerdo,De acuerdo,Ninguna,Sí,En desacuerdo
1250,18,Hombre,Zacatecas,Secundaria,Urbana,18-24,No,No,88327.44,Preparatoria completa,Ayudaba en el negocio familiar,,Padre o madre,,38.0,Hombre,,Secundaria completa,,5,Uno,Uno,Sí,2,4,No,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,En desacuerdo,Ninguna,No,En desacuerdo
1251,57,Mujer,Tabasco,Primaria,Urbana,45-59,No,Sí,136864.05,Secundaria incompleta,Estaba de incapacidad o en vacaciones,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,5,Ninguno,Uno,No por falta de recursos,2,2,Sí,Urbana,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,No,De acuerdo
1254,23,Mujer,Aguascalientes,Primaria,Rural,18-24,No,No,145945.25,Secundaria completa,Se dedicaba al hogar,,Hijo o hija,,55.0,Mujer,,Primaria completa,,12,Uno,Ninguno,Sí,5 o más,5 o más,No,Rural,,No sabe/No responde,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Derecha,Sí,De acuerdo
1256,26,Hombre,Aguascalientes,Secundaria,Rural,25-34,No,No,100183.05,Secundaria completa,Trabajó con pago,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,1,Ninguno,Ninguno,Sí,1,1,No,Rural,,No sabe/No responde,"Creo en la política, pero no en los políticos",En desacuerdo,En desacuerdo,Ni de acuerdo ni en desacuerdo,De acuerdo,De acuerdo,De acuerdo,En desacuerdo,Ninguna,Sí,En desacuerdo
1258,45,Mujer,Jalisco,Primaria,Urbana,45-59,No,No,139213.71,Primaria completa,[Esp.] Ya no trabaja,,Es usted (la persona entrevistada es jefa o jefe del hogar),,,,,,,3,Uno,Uno,Sí,1,3,No,Urbana,,Votar no sirve para nada,"Creo en la política, pero no en los políticos",De acuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,De acuerdo,De acuerdo,Izquierda,No,De acuerdo
1258,35,Mujer,Hidalgo,Primaria,Rural,35-44,No,No,92390.65,Secundaria completa,Trabajó con pago,,Cónyuge o pareja,,40.0,Hombre,,Primaria completa,,6,Uno,Uno,No por falta de recursos,2,2,No,Rural,,"Votar es importante, pero no es suficiente para decidir lo que pasa en el país","Creo en la política, pero no en los políticos",En desacuerdo,De acuerdo,En desacuerdo,De acuerdo,De acuerdo,Ni de acuerdo ni en desacuerdo,Ni de acuerdo ni en desacuerdo,Ninguna,Sí,En desacuerdo
